liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goal Assists,Goalkeeper Smother,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Saved,Assists (Intentional),Corners Taken (incl short corners),Goals Openplay,Goals from Outside Box,Handballs conceded,Left Foot Goals,Overruns,Successful Corners into Box,Successful Lay-offs,Through balls,Times Tackled,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful lay-offs,Foul Won Penalty,Right Foot Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Red Cards,Attempts from Set Pieces,Red Cards - 2nd Yellow,Penalties Faced,Second Goal Assists,Hit Woodwork,Penalties Taken,Penalty Goals,Penalties Off Target,Own Goal Scored,Other Goals,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,f57x0lswad64sg1mpry8xiadw,João Marques,Midfielder,11,30,13,17,13,37,,2,49,1,5,99,42,57,126,65,6,,13,,1,6,6,,,69,29,40,,4,6,,19,,178,1,22,15,8,31,57,7,2,1,6,4,7,1,1,7,,3,118,81,38,115,7,6,3,587,,3,15,20,100,178,3,118,13,15,60,296,2,8,54,15,52,2,0,1,0,,,,,1,,,,,,,,,1,2,1,1,1,,,,3,3,13,1,2,9,6,6,2,,1,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,aaqajoowondvk09sioz6jj3ai,Kaique Rocha,Defender,27,15,4,11,6,20,2,5,30,,1,30,10,20,12,90,1,1,6,2,1,15,13,2,1,15,6,9,1,7,,,82,1,219,4,10,4,3,17,41,,4,1,6,5,,,,1,,16,186,40,159,183,2,3,1,497,,29,6,3,39,233,5,199,5,8,34,305,11,17,19,15,17,,1,0,0,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,2c3nnlt3hdxqlosxx6sk5hnh0,Khaly,Defender,3,48,23,25,12,19,1,14,54,3,2,101,42,59,12,82,5,,12,,,18,17,1,,53,19,34,,10,,,49,,191,4,18,9,6,39,52,,1,,11,1,1,,,3,4,24,136,37,104,117,3,12,,992,,67,9,16,80,202,1,141,15,6,61,374,25,35,41,21,26,5,,,0,,,,,,,,,,,,,1,,,,,,,,,,1,7,,,1,1,4,,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,2ys97q3e9xsfgzpovshkjoxgq,Kiki,Forward,32,1,1,,1,2,,,2,,1,5,3,2,9,1,,,1,,,,,,,4,2,2,,,,,,,6,,2,1,,,3,,,,,,1,,,,,,2,1,1,2,,1,2,4,,,,1,7,6,,2,1,2,4,14,,,4,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,28d418ajrp2wn77h3nqwee295,Gaizka Larrazabal,Defender,72,55,29,26,33,170,16,7,236,3,26,244,132,112,467,301,17,,33,,5,53,47,6,5,189,103,86,1,28,21,,301,1,804,11,121,56,25,137,44,25,11,21,33,12,,22,17,25,10,39,581,315,299,553,19,31,126,2854,5,83,30,12,447,816,32,592,50,54,224,1547,44,80,212,70,144,6,3,2,1,,,,,4,,,,,,,,,4,8,4,,1,,1,4,7,1,54,5,3,58,47,31,,,3,50,2,1,,,,7,,,,2,,,,,1,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,cn5jsr7wuibyseqti5x5r5w4p,J. Livolant,Forward,29,115,54,61,33,162,13,4,245,2,40,370,168,202,635,271,11,,33,,3,53,48,5,2,255,114,141,,13,32,,187,11,717,11,132,65,27,119,151,40,17,16,32,15,1,46,20,29,6,22,494,390,199,521,12,27,8,2776,7,28,25,76,504,771,33,543,39,68,228,1424,12,36,311,47,192,2,2,1,0,,,,,8,,,,,,,,,7,66,2,1,2,,6,20,35,4,69,8,37,130,78,42,3,1,3,,2,,,,1,9,1,,,,1,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,1z3q114cjupzcbscph3psovmc,I. Mandić,Goalkeeper,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,2uqu22zy54pgog64fk993fyay,Miguel Sousa,Midfielder,14,4,3,1,12,19,,,46,,2,58,27,31,45,42,5,,12,,,7,7,,,54,24,30,,2,4,,20,,112,,16,5,3,13,33,6,,,3,3,9,2,1,5,,4,80,44,40,78,5,5,4,322,,5,12,15,54,114,,82,10,3,32,191,2,8,32,5,24,3,,,0,,,,,2,,,,,,,,,2,,,,,,,,3,3,6,3,,5,4,3,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,bgkidpss00awbvykk4kwv39m2,Iyad Mohamed,Midfielder,24,30,16,14,22,50,,3,49,,1,120,69,51,77,137,17,,22,,1,20,17,3,,90,53,37,,18,8,1,85,,322,4,19,17,11,50,74,8,2,1,9,6,13,7,3,8,2,17,242,149,119,244,11,14,1,948,,34,34,4,128,346,3,261,25,3,85,532,10,22,81,19,63,5,1,0,0,,,,,,,,,,,,,,,11,1,1,,1,,4,8,2,11,1,5,15,7,5,,,,,,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,4yy4fl3wvjrmybopyua8invqi,K. Nsona,Forward,7,14,8,6,10,40,,1,62,,4,62,35,27,99,17,3,,10,,1,15,12,3,1,48,27,21,,1,1,,7,1,91,4,40,9,3,16,28,2,3,2,6,5,4,2,2,9,,4,72,44,31,69,4,4,1,479,,4,6,4,73,92,5,73,8,17,19,201,,,30,5,19,,1,0,0,,,,,1,,,,,,,,,1,,,,1,1,2,,9,,18,1,,16,16,9,1,,,,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,26t2dvwvx2wqzf5hj59ws5all,L. Ofori,Midfielder,80,7,6,1,16,33,3,2,63,1,,63,34,29,95,77,4,,16,,,12,11,1,,56,28,28,,5,9,,83,1,258,3,26,11,7,42,71,10,2,2,10,7,6,1,1,6,1,10,210,131,86,206,4,8,1,819,1,6,10,10,94,264,4,216,12,7,48,387,8,17,44,11,31,1,,,0,,,,,1,,,,,,,,,1,,,,1,,1,,7,1,14,3,,7,7,5,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,dwu5macjd0b6xzukitk40st4a,K. Osundina,Forward,13,21,15,6,18,34,2,,43,,4,92,59,33,95,23,7,,18,,2,13,12,1,2,71,44,27,,3,5,,12,2,101,3,22,13,8,26,32,5,3,2,7,7,11,2,2,8,,5,75,42,35,70,7,5,3,697,2,8,11,7,85,101,5,75,12,23,26,241,2,3,24,8,23,1,1,1,1,,,,,,,,,,,,,,,,2,,,1,1,,11,,28,2,,6,6,15,,,1,,1,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,b23be312oxcbusvpjnnriukq2,Y. Oukili,Midfielder,20,15,7,8,8,21,3,,29,,,58,30,28,39,32,11,,8,,,6,4,2,,43,23,20,,4,1,,21,,103,1,12,2,2,15,30,1,3,1,6,5,2,,,1,,1,87,46,42,87,2,8,,462,,11,15,9,30,104,4,88,10,10,16,178,3,3,9,7,13,2,,,0,,,,,,,,,,,,,,,,,,1,,1,,1,,7,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,1jqqawhipf80rrgz79hyu5ct0,Pedro Rosas,Defender,75,11,1,10,9,15,3,,18,2,3,52,28,24,123,58,6,,9,,,8,7,1,,41,27,14,,12,,,8,1,114,1,15,13,8,20,36,,4,1,7,3,2,4,4,4,2,6,75,59,22,71,1,4,40,635,3,28,19,5,104,117,5,77,5,16,40,311,3,11,40,9,29,3,,,0,,,,,,,,,,,,,,,3,,,2,,,,,,7,,1,9,8,6,,1,,43,,1,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,77myfyov250z91bzocv0tyjv8,K. Prieto,Forward,19,6,4,2,11,14,,1,26,,,64,31,33,56,39,1,,11,,,7,6,1,,58,27,31,,4,1,,28,,91,1,12,7,2,25,11,1,1,,3,2,8,2,2,5,1,4,69,49,23,66,4,10,20,340,,9,5,12,57,92,1,70,14,3,22,207,7,11,23,6,11,1,,,0,,,,,,,,,,,,,,,,,,,,1,,,,8,,,7,7,4,,,,11,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,47wasen155qbiu6pmyp3dowr9,S. Pérez,Midfielder,42,23,15,8,27,100,3,5,96,1,5,140,59,81,88,185,16,,27,,,33,30,3,,117,44,73,,15,9,,191,1,631,5,38,12,7,60,197,9,4,1,18,10,9,4,,1,4,50,528,225,346,517,11,26,2,1567,,26,26,36,130,673,5,567,37,7,106,861,11,33,87,27,73,5,,,0,,,,,,,,,,,,,,,7,,,,,,4,18,1,4,1,3,8,5,2,1,,,,,1,,,,,,,1,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,1c8ki3i0dz0axlnd0vauzw9d6,Rafael Brito,Midfielder,8,47,22,25,25,73,4,8,70,1,2,146,81,65,124,208,18,,25,,2,20,19,1,2,99,59,40,1,20,6,,96,,439,5,33,23,15,63,89,7,3,4,18,14,7,2,2,1,9,27,317,165,181,317,10,15,1,1521,,35,33,15,169,466,7,344,25,17,122,683,16,24,79,49,98,5,2,0,0,,,,,1,,,,,,,,,1,,2,,,,2,,12,1,16,4,,6,6,6,,,1,,2,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,971kypall9qayknky7tcgiwpg,Renato Nhaga,Midfielder,74,31,24,7,18,81,1,2,127,1,4,187,90,97,117,113,19,,18,,2,30,26,4,2,156,66,90,,2,8,,107,,387,6,60,23,11,64,107,8,6,3,13,9,5,1,1,16,2,23,295,151,166,293,7,24,3,1170,1,19,30,44,156,408,9,316,31,8,92,641,12,26,72,29,66,4,0,2,1,,,,,,,,,,,,,,,1,2,,,2,,,6,,22,1,,9,9,4,1,,,,2,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,4k2wic25asdlmuqr17e3s6nkl,Ricardo Batista,Goalkeeper,33,1,,1,4,,,,7,,,2,,2,,71,,27,4,29,,5,4,1,,1,,1,,,,,29,,68,1,1,,,32,19,,,,3,,1,,,,11,18,52,10,71,63,,,,316,,7,,1,39,119,,81,,,38,152,18,38,29,9,,,,,0,3,,1,12,,,2,9,7,2,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,f16314ea0rlqw9nnpu8qewmp5,P. Sequeira,Goalkeeper,1,14,1,13,29,,,,56,7,,25,3,22,,538,1,241,29,213,,45,41,4,,11,2,9,,,1,1,99,,372,9,22,1,,245,134,1,,,29,1,,,,,74,166,225,112,318,264,1,1,,2528,,33,2,12,352,771,,430,2,,341,1048,191,335,264,77,6,3,,,0,23,1,4,82,,3,15,80,45,32,3,32,14,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,10,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,4nz928h6p0nl8p161dxg55pn8,X. Severina,Forward,17,1,,1,5,6,,,6,,1,18,13,5,19,6,3,,5,,,2,2,,,17,13,4,,,,,6,,23,,4,1,1,2,5,,,,,,5,,,1,,,17,10,7,17,1,1,1,98,,,5,1,18,23,,17,2,3,6,43,2,2,6,1,4,1,,,0,,,,,,,,,,,,,,,,,,,,,,3,,5,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,65u4tcjhkpbk2tx5qtarjdk44,Max Svensson,Forward,9,8,4,4,6,15,2,,16,,1,30,23,7,41,13,4,,6,,,3,3,,,22,19,3,,,4,,7,,44,,12,6,2,4,10,4,3,3,1,1,5,1,1,,,,25,14,13,26,,1,4,176,2,,9,2,37,45,6,26,1,8,19,81,1,2,17,3,17,1,,,0,,,,,,,,,,,,,,,,,,,,,,2,,6,1,,1,1,3,1,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,c9mr6s9gur4jxrinhj5blu0vd,D. Tchamba,Defender,2,17,7,10,5,12,1,9,49,1,2,36,14,22,22,111,1,16,5,16,1,9,8,1,1,19,7,12,,11,1,,27,,213,,23,8,3,18,91,1,3,1,5,1,,,,2,3,17,151,50,127,160,1,4,4,416,1,31,2,5,70,241,4,177,5,10,64,328,17,41,43,23,23,2,0,1,0,,,,,,,,,,,,,1,,,,,,1,,,,1,2,,,2,2,,,,,,1,,2,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,2lf9z8t0gt5mwi46w7esxg3dg,Tiago Morais,Forward,21,12,10,2,19,30,6,1,60,,3,75,45,30,126,61,10,,19,,,10,10,,,63,35,28,,3,5,,33,5,170,,27,16,6,33,53,5,3,4,7,7,12,1,,6,,12,113,77,42,106,3,7,5,672,1,1,12,12,106,177,7,118,10,12,59,295,3,9,66,7,50,2,,,0,,,,,,,,,,,,,,,3,,,,,1,,10,4,15,2,2,14,7,8,,,,,,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,16xwxuz2wuz2yjo8x605xhgwl,André Sousa,Midfielder,18,4,2,2,12,12,,,8,,2,16,6,10,40,19,,,12,,,3,2,1,,12,4,8,,,1,,20,,58,,3,2,1,5,14,3,1,,1,1,11,2,,,,3,48,34,20,49,2,2,,125,,4,,4,29,65,1,52,4,1,13,105,1,4,16,2,9,1,,,0,,,,,2,,,,,,,,,1,4,,,,,,1,1,,4,2,3,5,2,1,,,,,,,,,,1,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,c38u6t2mr5f441tcuxlwpulpm,Miguel Baeza,Midfielder,8,14,8,6,14,49,5,1,50,,4,47,30,17,111,64,5,,14,,1,9,8,1,,33,22,11,,5,7,,72,1,226,,27,12,4,21,46,7,6,2,11,11,3,3,3,1,,10,177,115,70,172,2,3,,810,2,6,13,5,78,231,8,182,5,10,49,313,4,8,50,12,41,1,0,1,0,,,,,,,,,,,,,,,7,1,1,,1,,,17,1,5,,5,13,7,3,2,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,757f9x11lzcug3d6sn39d85wp,J. Ramírez,Forward,9,304,161,143,33,171,24,5,134,4,21,489,271,218,500,153,10,,33,,18,37,35,2,16,185,110,75,3,3,26,,116,11,542,4,76,40,13,76,161,26,39,45,33,11,,,,25,,10,356,262,152,404,2,11,2,2892,14,45,45,42,345,601,84,414,13,162,187,1100,2,12,167,26,175,6,13,5,6,,,,,,,,,,,,,,,,10,2,5,2,4,,53,2,66,,,6,6,20,11,2,13,,12,,,,,1,,,,1,7,6,,,,1,1,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,6vqxkwgcx3qa1ke5oeutrp250,Daniel Júnior,Midfielder,10,10,8,2,17,79,5,1,93,,7,110,60,50,150,48,10,,17,,,10,10,,,100,52,48,,10,17,,88,,238,,30,6,3,37,30,18,4,9,8,7,9,8,1,15,,6,202,134,81,201,3,12,1,740,,1,15,18,103,245,13,207,15,16,38,417,1,6,34,12,32,3,,,0,,,,,1,,,,,,,,,1,10,,,,,2,6,12,1,29,3,3,8,3,16,1,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,2rhrgp9vcxmuh2tbjfye9o9as,Deivison,Midfielder,88,5,3,2,4,5,,,7,,,17,8,9,7,10,1,,4,,,4,4,,,12,5,7,,,,,9,,26,,5,,,5,2,,,,1,,3,,,2,,1,22,9,13,21,1,2,3,113,,7,2,2,10,26,,22,3,,4,53,1,1,3,1,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,2,,,,1,1,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,12oo0syi7lvkf1ydzhjd607op,Filipe Soares,Midfielder,22,17,8,9,18,45,3,2,104,,2,95,51,44,121,105,10,,18,,1,12,10,2,,78,43,35,,5,9,,85,,312,,48,12,3,54,87,9,3,1,6,5,12,10,2,10,2,23,258,183,95,245,6,7,1,751,,9,15,12,117,322,4,268,13,9,54,473,2,6,59,15,48,3,1,0,0,,,,,,,,,,,,,,,19,,1,1,,,6,6,1,21,1,11,20,7,13,,,1,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,4999lbu9bu5be1su52d37o2l0,Francisco Gonçalves,Defender,33,21,9,12,10,19,,4,61,1,,49,23,26,13,102,2,,10,,,10,8,2,,28,14,14,,5,1,1,92,,291,2,30,10,8,11,90,1,1,,6,1,4,,,,2,19,261,86,187,254,4,4,,563,,41,9,6,37,303,1,273,8,7,30,397,6,8,23,8,22,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,8ut3v3ezaj8th41g2kqhhhd9m,Gabriel Veron,Forward,27,19,12,7,13,40,2,,60,,4,98,58,40,157,43,7,,13,,1,9,8,1,1,79,46,33,,4,5,,86,,193,,32,22,9,32,27,5,6,4,11,11,2,,,4,,3,147,106,44,147,5,15,2,831,2,8,12,9,106,196,10,150,20,20,46,340,,2,46,9,44,2,1,0,1,,,,,,,,,,,,,,,1,,,,,4,,3,,22,,,9,9,10,1,,1,2,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,1a1cur7ima2n6hxas3fqlplhw,Joel Silva,Midfielder,26,10,4,6,18,25,1,1,22,,1,57,31,26,59,43,6,,18,,,9,7,2,,47,27,20,,5,6,,33,,123,1,10,5,2,23,25,6,1,1,4,4,14,3,2,2,,3,101,67,40,101,8,9,4,381,,8,10,1,40,126,2,104,17,2,22,204,3,4,20,6,18,1,,,0,,,,,,,,,,,,,,,3,,,,,,1,3,,6,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,1es4nynrpc8sz3enj46i9zeok,Josué Souza,Midfielder,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,845l2xhro63owvjs4d2mnqms5,José Gomes,Defender,5,53,22,31,27,94,4,13,154,5,23,202,92,110,376,204,12,,27,,1,32,30,2,1,149,70,79,,18,19,,26,3,522,3,113,58,18,84,208,24,9,6,26,8,1,20,20,21,6,23,363,213,179,349,16,24,144,2313,2,88,24,18,374,532,15,372,40,43,160,1210,30,51,189,45,109,3,0,1,0,,,,,5,,,,,,,,,3,,,,,1,4,,,1,33,7,,74,74,25,1,,,55,,1,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,5ypf6k6h2xuay2pa0aojhxr6d,Jota,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,613ebmvzg9shbpf5imq3pju8l,João Aurélio,Defender,2,30,10,20,21,83,2,7,86,2,5,146,59,87,161,186,10,,21,,,23,20,3,,116,49,67,,22,7,,105,,388,3,61,39,23,64,21,7,3,1,15,4,6,6,6,7,8,20,274,152,135,261,15,25,115,1321,,53,19,21,193,395,4,281,40,10,114,818,30,46,93,34,68,3,,,0,,,,,,,,,,,,,1,,,,,3,,2,,4,1,19,,,13,13,8,,,,31,,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,59j04iaaq4ncqjtej3pks1gk4,Kaique,Goalkeeper,1,9,1,8,28,,,,124,7,,21,2,19,,641,,214,28,267,,35,33,2,,12,1,11,,,,,148,,506,3,48,,,252,147,,,,28,,,,,1,62,183,367,139,395,351,,,,2520,,46,,12,408,936,,534,,,402,1228,181,398,368,34,4,4,,,0,19,1,8,163,,3,15,87,61,25,2,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,4,4
Portugal_Primeira_Liga,2025-2026,CD Nacional,3l06pytz34q007tzhx8dwamtw,Kevyn,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,5x9288grt1u7a1m2mh2qlk4tm,C. Labidi,Midfielder,15,64,39,25,28,96,9,17,130,2,4,243,144,99,208,169,24,,28,,1,22,22,,1,179,105,74,,13,11,,139,,541,3,55,38,26,93,148,12,7,7,18,14,10,2,2,11,3,25,427,245,195,413,22,25,,1621,1,32,41,16,205,552,14,438,47,29,114,887,15,29,89,33,85,6,0,1,0,,,,,1,,,,,,,,,,4,1,,1,1,2,,10,1,39,,3,8,5,17,,,,1,,1,,,1,1,1,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,9umchhzzczfkymvx52hhni7d,Liziero,Midfielder,28,41,24,17,28,180,7,11,188,2,7,254,121,133,382,325,30,,28,,,31,29,2,,213,97,116,,25,41,,275,1,980,4,81,34,25,114,243,45,13,5,27,18,1,42,1,11,2,53,805,467,410,782,24,44,3,2340,,32,40,38,359,1023,18,835,68,10,188,1520,13,52,228,42,136,6,,,0,,,,,4,,,,,,,,,4,68,,,1,,5,29,30,7,36,7,35,82,16,19,1,,,1,,1,,,,6,,,1,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,9cb30ii6vuythtugob7ub64tl,Lucas França,Goalkeeper,37,3,1,2,6,,,,7,1,,5,2,3,,121,,37,6,45,,10,8,2,,2,1,1,,,,,16,,56,1,2,,,55,12,,,,6,,,,,,13,42,32,32,39,29,,,,540,,10,,1,80,149,,71,,,78,200,30,78,69,9,,1,,,0,3,1,,25,,,1,18,6,12,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,vvy2kg1gd713af4yoooyj5jp,Lucas João,Forward,19,35,17,18,19,25,3,1,19,,3,60,30,30,62,22,1,,19,,,9,7,2,,25,13,12,,2,2,,16,,74,,5,3,2,14,15,3,4,4,1,,18,,,3,,4,52,36,20,52,2,4,,240,1,4,6,3,45,78,8,56,6,22,22,148,,2,22,,20,1,,,0,,,,,1,,,,,,,,,1,,,,,,,,7,,7,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,9i1n0wl49q3swmwb582a6vg15,Léo Santos,Defender,34,120,55,65,31,100,7,27,294,7,2,231,109,122,107,441,12,1,31,1,3,38,35,3,3,111,54,57,3,33,10,,503,6,1215,4,150,25,9,109,223,12,11,6,30,2,1,2,2,13,25,76,1006,292,757,971,8,16,2,2719,3,177,39,21,253,1267,17,1047,24,54,220,1689,75,125,160,67,95,12,3,0,0,,,,,2,,,,,,,,4,,,,,1,,,,3,,10,1,,7,7,4,,,,,2,1,1,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,eu4xzg9in80yh0hg9kjtsg0es,Martim Watts,Midfielder,30,6,5,1,7,2,,,3,,,17,14,3,9,3,,,7,,,1,,1,,11,9,2,,,,,3,,10,,2,1,,2,2,,,,,,7,,,1,,,8,5,3,8,,1,,53,,,4,,10,10,,8,1,5,2,22,,,2,1,2,1,,,0,,,,,,,,,,,,,,,,,,1,,,,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,5igsj45agcp6j6yh0abxrmuei,Matheus Dias,Midfielder,6,67,27,40,31,119,2,13,216,5,3,225,108,117,132,291,27,,31,,,39,36,3,,158,81,77,,47,13,,265,2,975,4,113,33,21,110,344,14,13,4,30,11,1,1,1,6,10,58,820,367,497,805,21,24,3,2440,4,135,48,28,209,1019,17,863,45,17,156,1438,21,46,117,43,110,7,,,0,,,,,1,,,,,,,,1,,,,,3,,1,,7,1,13,2,,4,4,6,1,,,,,2,1,1,1,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,CD Nacional,9wpaydzkcf1h1256gkuu948pg,M. Nourani,Forward,17,2,2,,6,15,1,,16,,,24,12,12,26,5,1,,6,,,,,,,22,10,12,,2,,,11,1,36,,10,4,3,6,5,,1,,2,2,4,1,1,,,,28,19,10,28,2,3,,159,1,1,3,7,17,36,1,28,5,2,8,72,,,9,1,8,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,
