liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Goals Openplay,Hit Woodwork,Left Foot Goals,Assists (Intentional),Goal Assists,Penalties Conceded,Successful Crosses open play,Successful Launches,Throw Ins to Opposition Player,Total Big Chances Created,Clearances Off the Line,Total Big Chances Saved,Foul Won Penalty,Unsuccessful lay-offs,Total Big Chances Missed,Last Player Tackle,GK Successful Distribution,Goal Kicks,Attempts from Set Pieces,Headed Goals,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Second Goal Assists,Own Goal Scored,Straight Red Cards,Total Red Cards,Goals from Outside Box,Red Cards - 2nd Yellow,Penalties Off Target,Direct Setpiece Goals,Set Pieces Goals,Crosses not Claimed,Other Goals
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,baxx0jl4weaymn7wj9692o1zo,L. Dioubaté,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,epm5q1bte6c7heozsr1fc10ix,A. Dioussé,Midfielder,18,7,5,2,15,20,2,2,37,,1,1,26,15,11,36,40,2,15,,10,8,2,,19,10,9,1,5,3,47,,142,,,,,17,3,2,20,,44,3,1,1,1,1,14,1,2,1,2,12,130,78,63,127,3,2,1,,208,3,,4,7,3,22,151,2,139,5,1,12,194,,4,3,1,2,4,13,3,8,3,,,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,7a6hqi5iy91onh9u7l7t88tbe,O. El Azzouzi,Midfielder,17,15,4,11,11,75,1,3,84,,1,2,89,47,42,112,109,7,11,1,11,8,3,1,74,43,31,2,16,9,108,,375,,,,1,47,9,6,41,1,94,9,3,1,10,7,1,,,6,5,25,339,186,164,325,3,16,,1,813,19,1,13,18,7,63,386,4,350,19,11,36,513,,,,12,3,7,28,8,29,1,1,0,1,1,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,7c5uk1ts8jlu88p1x6wubuz8p,R. Faivre,Midfielder,28,3,,3,10,35,3,1,66,,13,1,54,21,33,106,60,2,10,,7,6,1,,51,21,30,,5,8,58,2,165,5,,,1,36,12,5,27,,25,10,5,3,7,5,3,4,4,12,3,10,134,93,57,136,1,6,2,1,583,13,,5,5,11,79,178,8,146,7,11,32,297,7,10,2,10,,2,32,10,30,,,,0,,,,2,2,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,8r9g7532n02dv537xj52cp4b8,E. Legros,Defender,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,cglp4k40r1t672m7j0eb5ktsl,D. Léon,Goalkeeper,16,8,1,7,28,,,,76,7,,,21,4,17,,539,3,28,,35,29,6,,13,3,10,,1,1,108,,422,,,,2,25,1,,216,,92,1,,,28,1,,,,1,,188,246,125,263,200,1,2,,,2373,,,21,3,7,355,739,,388,3,,351,990,,,,,194,350,315,36,1,,,,0,,,,,,1,,64,,,,23,,,,2,186,163,,,8,3,79,5,3,1,10,93,62,31,1,2,21,,,2,2,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,1qcj2upaz0xa98zkc835djo8a,S. Mara,Forward,9,78,47,31,26,70,9,,76,,,6,192,109,83,205,41,11,26,3,17,14,3,3,114,62,52,3,3,6,64,2,214,5,,,2,27,18,9,24,2,53,8,11,12,13,12,13,,,15,17,9,152,115,51,157,6,6,2,2,1147,37,2,7,27,25,144,228,23,166,12,45,62,447,,,,16,,1,47,15,61,,3,0,1,3,,1,2,2,,,,,2,,,1,11,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,16x1h9hpemidk9a15q01kfj10,R. Matondo,Midfielder,34,24,16,8,26,96,6,3,121,1,3,3,138,72,66,123,119,17,26,2,16,14,2,2,114,56,58,2,11,5,145,1,476,2,,,2,35,24,13,58,2,121,5,2,5,13,6,13,1,4,14,9,10,416,200,224,410,6,19,,9,1276,21,2,18,25,20,118,481,7,420,25,22,61,702,2,9,7,7,6,13,45,25,48,4,2,0,0,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,512mx8ixg85cbefyan94g82y1,G. Mensah,Defender,14,27,15,12,29,215,,4,272,4,,7,214,107,107,333,457,29,29,,28,26,2,,187,92,95,,27,13,43,1,1031,1,,,3,141,50,19,122,,359,14,1,,25,10,4,,13,15,2,57,853,471,433,834,12,37,1,196,2243,32,,67,37,31,331,1074,1,891,49,7,183,1684,,46,43,13,34,79,172,57,104,8,,,0,,1,,,1,,13,10,35,1,1,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,3zj8d6pm6m3e8v8lshu2scavo,L. Mezerette,Goalkeeper,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,f3zl8ymo5ttze20sffzk044q1,D. Namaso,Forward,19,109,64,45,29,207,22,2,287,4,2,21,395,236,159,570,161,21,29,3,36,31,5,2,286,172,114,7,10,29,139,4,667,2,,,3,138,35,23,113,3,180,32,23,17,28,11,1,,2,33,37,23,558,391,188,554,12,22,1,6,2453,108,2,21,61,47,338,687,40,577,34,115,110,1231,,27,27,52,2,12,121,16,98,8,2,1,1,3,2,,3,3,1,2,1,1,5,,,,4,8,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,60uz2yyjpgu231ldfpouznl78,T. Negrel,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,bkwb8x91yhrr4nmfg1xgvg67e,B. Okoh,Defender,24,46,15,31,13,19,2,13,109,3,,1,82,30,52,17,165,5,13,3,15,13,2,2,36,15,21,3,27,4,133,,409,,,,2,59,7,5,48,,106,4,3,3,12,2,1,,,,,22,346,88,270,336,4,9,1,,1006,3,2,76,13,8,74,423,6,358,13,11,65,605,,,,2,13,31,45,20,34,2,2,1,1,1,1,1,,,1,,4,,,1,1,,,,1,2,2,,2,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,ulqazti394q5bbzc4pblidat,A. Onaiwu,Forward,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,cm78w42nflwgvshpnok680mlm,F. Oppegård,Defender,22,10,10,,23,127,5,5,117,1,6,13,81,38,43,247,107,6,23,,19,16,3,,71,28,43,,13,11,18,2,385,3,,,,80,33,17,45,,141,11,3,2,15,7,8,3,14,9,4,7,307,205,122,306,8,18,1,50,1248,15,,24,8,8,162,393,5,313,26,20,80,672,3,34,29,8,12,19,92,22,61,1,,,0,,,,,,,9,2,11,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,bty8qu3hdcfdb3mlr9i70qga1,G. Osho,Defender,3,5,3,2,2,13,,2,8,1,,,11,5,6,3,20,1,2,,2,2,,,6,2,4,,1,,27,,72,,,,,4,5,4,3,,14,,,,2,1,,,,,,1,67,18,51,68,1,2,,1,134,,,2,2,1,7,74,,69,3,,5,91,,2,2,,1,3,5,2,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,3r9qvhedhr1o6zm6c5l4alkpg,I. Osman,Forward,23,16,10,6,14,54,3,,78,,,7,89,52,37,164,30,4,14,,11,10,1,,73,42,31,,4,5,33,3,162,3,,,,44,16,5,24,,47,7,9,6,7,5,7,,1,6,9,4,129,100,32,127,3,8,,,623,32,,2,7,14,104,164,15,131,11,24,33,309,,9,9,16,1,2,35,7,31,,,,0,,,,1,2,,1,,1,1,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,ebx4h86svfnvegspalqgxqfah,E. Owusu,Midfielder,42,34,22,12,28,122,3,8,142,6,,1,210,98,112,136,271,21,28,,31,28,3,,176,76,100,4,25,12,226,,844,2,,,2,53,47,27,149,,232,12,4,,26,8,2,,,10,9,31,686,361,332,662,25,43,2,6,2259,18,,44,45,22,208,851,4,693,68,,158,1159,,1,1,3,25,35,108,51,123,7,,,0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,ch536l45eujns5iip992z3qxg,A. Petit Dol,Defender,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,bxmvvm79asf30rpxgklotjg9g,R. Rodin,Forward,31,,,,3,1,,,,,,,3,3,,2,1,,3,,1,,1,,3,3,,,,,1,,3,,,,,,,,,,1,,,,,,3,,,,1,,3,3,1,4,,,,,23,3,,,,,4,4,,4,,,,9,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,1ho9nox6j8s5cxd1kxjspsrca,M. Senaya,Defender,29,66,22,44,24,97,7,13,157,3,2,9,216,83,133,211,284,8,24,1,28,25,3,1,150,61,89,1,34,6,200,1,591,,,,1,83,32,16,59,1,41,6,3,5,20,8,4,1,11,3,,33,450,202,284,442,24,32,1,76,1776,27,1,77,25,32,261,622,8,475,56,21,147,1107,1,31,29,18,18,55,136,42,92,5,0,1,0,,,,,,,10,3,32,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,a1oi2uvchhnwi4kqw9npdp0q1,F. Sierralta,Defender,4,45,13,32,10,34,3,5,73,2,,,77,24,53,26,95,2,10,1,15,15,,1,32,11,21,,8,2,151,,390,,,,,28,7,4,27,,125,2,2,2,9,2,1,,,2,,13,351,88,275,350,8,6,,1,862,,1,56,8,5,46,405,4,363,14,19,42,523,,,,,12,17,26,16,25,2,1,0,0,,,,,,,,4,,,,,,,,1,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,aujgya83jg4eylvm7hjjbbasq,L. Sinayoko,Forward,10,134,97,37,31,199,24,,279,5,,30,371,211,160,664,163,12,31,10,37,32,5,9,237,114,123,,24,36,210,13,706,4,4,3,3,132,58,29,87,8,164,40,30,35,31,11,,,7,30,52,15,528,414,151,543,17,24,6,4,2690,81,5,24,28,52,375,736,65,558,41,156,178,1294,,25,25,32,2,8,176,27,170,7,6,4,2,5,1,1,3,4,,7,1,1,6,,,1,10,13,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,896vowtghxnvbix85vckpyqz8,T. Siwe,Defender,13,5,4,1,3,3,,1,11,1,,1,16,10,6,7,28,1,3,,3,3,,,11,6,5,1,4,1,20,,63,,,,,6,4,4,5,,15,1,1,,3,1,,,,1,,3,53,23,33,53,1,3,,,225,5,,6,2,,17,66,1,56,4,1,10,100,,,,3,1,3,5,5,7,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,9t2dfjl5agcsblpq8dpqojofe,L. Sy,Defender,27,8,2,6,23,123,6,6,220,4,,18,135,64,71,314,169,6,23,,21,16,5,,127,62,65,3,20,13,191,3,495,4,,,2,130,42,16,77,,16,13,5,2,16,5,7,,5,11,2,16,413,239,183,401,14,27,,113,1443,36,,32,22,13,215,499,7,417,41,30,82,938,,40,40,25,16,22,83,39,60,1,,,0,,1,,,,,5,1,16,2,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,1232jma15b5kj5j4gwvn6bp5g,Y. Zaddy,Forward,41,,,,1,1,,,1,,,,,,,,1,,1,,1,1,,,,,,,,,1,,3,,,,,1,,,,,,,,,,,1,,,,,,3,1,2,3,,,,,1,,,,,,,3,,3,,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,ai5p5wgft6c09bjbldz9sfeac,S. Adingra,Forward,24,12,8,4,13,85,8,,168,,3,11,131,86,45,287,63,2,13,3,11,10,1,2,119,78,41,1,6,11,26,2,308,4,,,,98,29,4,58,2,136,12,7,5,9,7,4,,7,23,8,3,236,159,86,235,1,10,1,19,785,59,2,5,7,7,183,310,12,238,11,63,72,538,1,21,20,44,2,6,78,15,66,,3,0,1,3,1,1,1,1,,7,1,5,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,Midfielder,11,22,19,3,30,272,13,3,382,3,19,21,233,133,100,675,285,13,30,6,35,32,3,6,211,114,97,5,18,36,310,9,1056,4,,,3,200,50,23,139,2,209,42,16,19,27,11,3,4,12,24,43,41,895,661,266,874,16,22,9,14,2343,67,6,13,28,35,352,1076,35,915,38,107,161,1549,10,39,25,29,3,12,174,26,149,3,3,3,0,6,1,4,3,6,,6,4,,8,,,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,edti8t30h7ukwi3wqlzaczje1,F. Balogun,Forward,9,72,47,25,29,150,15,2,135,2,,20,216,137,79,386,57,7,29,13,32,28,4,12,144,90,54,2,4,18,91,17,356,1,3,3,1,73,24,8,48,12,89,22,26,31,25,16,4,,3,14,41,3,251,190,95,279,,5,2,,2169,45,9,7,42,36,226,387,57,282,5,173,105,688,,11,11,19,,3,99,17,102,4,6,7,4,10,2,1,1,4,,3,,,8,,,3,10,11,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,srzdmbirhvpjuok4mf7lj5zo,A. Bamba,Midfielder,23,31,15,16,17,63,,,127,,,1,138,65,73,108,119,10,17,,12,10,2,,107,50,57,,7,9,149,,461,2,,,,45,23,14,42,,138,10,,1,10,9,7,,2,11,7,19,379,213,176,368,13,17,3,1,746,16,,15,22,16,119,469,1,387,30,8,82,624,,2,2,6,,2,56,28,80,2,,,0,,,,1,1,,2,1,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,Midfielder,7,,,,2,6,,,7,,,,7,3,4,10,9,,2,,2,2,,,7,3,4,,,,3,,24,,,,,3,1,1,2,,7,,1,,,,2,,,1,2,1,18,9,10,18,2,,,,43,1,,,1,1,9,25,1,19,2,1,6,34,,1,1,,,2,7,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,4oy0gt7r3bb6okvpgj1eww4d0,Y. Benchaouch,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,btfanvej91yogqzfml4vmsmei,M. Biereth,Forward,14,61,46,15,31,59,7,2,58,,,8,141,97,44,189,44,,31,2,22,21,1,2,80,51,29,3,,18,54,9,180,1,,,4,24,16,8,31,2,42,20,5,7,12,11,19,,2,4,11,1,100,78,43,118,4,7,5,2,1049,32,2,5,16,14,155,199,12,119,11,61,80,360,,5,5,9,,2,74,11,78,,1,1,0,2,,,2,2,,2,,,4,,,,4,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,4dkerrlcqxybg52pose3qxas,P. Brunner,Forward,29,2,,2,6,3,1,,14,,,1,22,16,6,19,9,6,6,,2,2,,,20,16,4,,1,,5,1,21,,,,,7,1,,4,,5,,1,,1,1,5,,,1,,1,13,12,2,13,,2,1,,113,5,,,8,1,21,22,1,14,2,7,8,46,,1,1,3,,1,7,2,7,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,e6zf0qj614z50i0bsd4l3xmac,P. Cabral,Midfielder,41,2,,2,4,8,,,11,,,,12,6,6,20,13,,4,,2,1,1,,10,6,4,,1,,14,,52,,,,,2,2,1,4,,17,,1,2,,,4,,,1,2,,45,24,21,45,1,1,,,73,3,,4,1,1,10,52,3,45,2,2,7,71,,,,1,,1,5,2,6,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,1o7se1aziz6fpes5hey7yijft,Caio Henrique,Defender,12,19,12,7,22,137,2,6,190,2,35,15,101,50,51,363,324,5,22,,24,22,2,,82,38,44,,11,19,41,1,746,1,,,1,117,36,14,61,,276,21,,,17,3,5,8,22,6,1,27,599,408,241,600,13,10,1,101,1533,18,,32,13,17,291,778,,627,23,14,151,1184,20,70,40,9,25,47,180,41,104,2,,,0,,,,2,2,1,12,4,26,7,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,8eq4c5cotvem9ae9uzb2yezo4,L. Camara,Midfielder,15,40,24,16,23,215,7,6,307,6,67,9,230,99,131,386,318,13,23,1,22,22,,,190,75,115,2,37,28,286,,1098,3,,,3,128,41,24,153,1,325,32,12,2,21,7,2,20,26,15,18,55,939,574,430,923,23,30,1,2,1761,33,,16,26,47,323,1144,14,978,53,18,166,1604,41,69,16,13,10,37,192,43,129,5,0,1,0,1,,,3,4,,4,4,,8,,1,,1,1,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,52bg33ueyjgfvlh0x4n4rks2c,M. Coulibaly,Midfielder,28,33,21,12,24,164,3,2,182,1,,6,179,101,78,242,147,19,24,3,28,27,1,2,146,80,66,1,19,9,219,3,654,2,,,2,81,35,22,87,,131,12,4,5,15,9,9,,3,15,37,33,553,294,269,527,16,19,5,5,1359,33,3,19,31,16,186,661,9,560,35,28,101,927,,11,11,19,5,17,91,21,84,7,2,1,0,3,,3,1,3,,3,4,,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,f5j3vhj805xtkos7l538u0d7t,K. Diatta,Midfielder,27,38,11,27,18,112,2,3,107,1,,4,107,34,73,248,151,2,18,,17,14,3,,69,23,46,1,16,12,179,4,455,1,,,2,46,21,9,57,,16,13,4,1,10,4,8,,9,6,1,16,356,240,128,343,13,18,1,92,1011,8,,30,8,10,162,458,5,359,31,22,99,749,,28,28,3,7,21,104,23,78,2,,,0,,,,1,1,1,9,5,7,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,az7wa6km1zhvsb8y4mndlogyd,E. Dier,Defender,3,28,14,14,9,29,1,10,127,,,,51,28,23,32,163,5,9,1,15,14,1,1,23,14,9,,10,2,237,,575,,,,3,77,5,4,19,,163,2,,2,7,1,2,,,,,29,539,277,278,526,3,4,,2,687,,1,29,9,4,42,592,2,555,7,4,37,673,,2,2,,4,14,25,14,23,,1,0,1,,,,,,,,3,,,,,,,,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,Defender,25,39,16,23,13,39,1,9,172,2,,1,74,33,41,53,232,3,13,,18,16,2,,35,17,18,1,15,,172,,682,,,,,92,10,8,37,,261,,3,1,12,1,1,,,1,,13,628,287,363,637,3,11,,1,1051,1,,54,13,3,60,704,4,650,14,8,54,834,,1,1,1,9,17,36,19,37,3,,,0,,,,,,,,1,1,,,,,,1,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,308krssmz6irpfntht1ka78tm,Ansu Fati,Forward,31,26,13,13,24,85,9,,107,,2,8,101,55,46,234,90,5,24,10,17,14,3,8,75,42,33,2,4,14,84,3,372,1,4,3,2,54,21,8,35,6,121,14,9,21,9,8,15,,2,13,12,14,306,216,100,300,5,9,4,5,996,27,9,8,9,6,131,380,30,314,14,55,66,566,,5,5,15,1,9,57,14,57,1,7,3,4,7,,3,,,,2,,,3,,,,2,9,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,28x7i681wkjueanvkevew3bh1,A. Golovin,Midfielder,10,19,14,5,25,176,9,5,232,3,11,8,156,88,68,472,240,14,25,5,20,19,1,5,137,74,63,1,24,19,115,2,723,4,,,1,115,47,27,81,2,203,24,7,18,21,16,4,3,8,19,25,21,596,435,179,585,8,18,5,6,1661,27,5,11,30,18,235,734,25,606,26,55,128,1057,7,29,21,12,5,14,128,29,114,2,2,3,2,5,,3,3,5,,5,3,,2,,,,3,3,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,Goalkeeper,1,6,,6,16,,,,44,2,,,8,,8,,265,,16,,22,20,2,,2,,2,,,,74,,276,,,,2,15,,,103,,71,,,,16,2,,,,,,61,187,32,242,213,,1,,,1351,,,15,,,139,410,,274,1,,136,534,,,,,84,132,95,41,4,1,,,0,,,,,,,,18,,,,9,,,,1,124,100,,,8,,27,3,3,,5,43,29,14,,1,3,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,370bp4zp3mxe27rtx3gwhcems,S. Idumbo,Midfielder,17,2,1,1,8,16,2,,19,,,1,16,9,7,35,12,,8,1,5,4,1,1,14,8,6,,,2,5,,49,,,,,7,2,1,6,1,18,3,2,2,,,8,,,1,1,,44,28,18,46,,3,,5,164,5,1,2,3,2,14,51,4,46,3,6,5,87,,1,1,3,,1,6,,4,,1,0,0,1,,,1,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,47zfdb0zeb03nvtjpom42j2ms,G. Ilenikhena,Forward,19,19,11,8,15,22,2,1,20,,,4,48,32,16,84,6,1,15,2,8,8,,2,29,21,8,,,3,19,8,46,2,,,,7,2,1,4,,6,3,6,7,3,3,12,,,1,5,2,32,27,12,37,1,,,,376,16,1,2,2,6,45,53,13,39,1,29,14,125,,,,10,,1,12,2,13,,1,1,1,2,,1,,,,,,,,,,,2,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,Defender,5,110,43,67,27,86,3,23,382,6,,3,259,94,165,133,637,13,27,,35,33,2,,149,51,98,1,30,5,557,2,1574,,,,2,216,33,18,92,,356,5,12,1,27,2,,,,4,1,60,1365,623,801,1364,23,42,5,13,2337,5,,104,27,29,252,1636,13,1424,65,27,212,2042,,5,5,3,29,82,149,68,130,6,,,0,,1,,,,,,9,15,1,2,1,,,2,1,5,5,,,,,,,,,,,,,,,,1,,1,2,,1,,,,,
France_Ligue_1,2025-2026,AS Monaco FC,5bas57doihudlqao4yzax2pec,B. Kiwa,Defender,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
